Charlie Peacock,Down in the Lowlands,0.36162,0.345317
Carl Belew,Love's Been Good To Me,0.638415,0.3455
Mariah Carey,Mine Again,0.369546,0.346158
Bob Margolin,You Rascal You,0.963608,0.346274
Vangelis,Preparation,0.782144,0.346715
Barbara Lusch,Come On-a My House,0.347671,0.346908
Cece Winans,The Wind (Tears For You),0.482076,0.347549
Jacques Higelin,Quand j'improvise sur mon piano,0.424061,0.34755
Checkers,Oh Oh Oh Baby,0.802841,0.347589
Righteous Brothers,See That Girl,0.13849,0.347606
Nine Inch Nails,Metal,0.039539,0.34771
Céline Dion,The Reason I Go On,0.185031,0.34794
Maurice Larcange,Je T'Appartiens,0.131566,0.348265
Pablo Montero,Aquel Mundo De Amor,0.650956,0.348541
Beastie Boys,Eugene's Lament,0.517938,0.348586
Les Malpolis,Les Amours de Nathalie,0.584761,0.348813
The Fabulous Thunderbirds,When I Get Home,0.614496,0.349323
Dhamika,Peace Prayer,0.307848,0.349493
Albert King,I'm Gonna Move To The Outskirts Of Town - Live,0.582895,0.349592
Percy Faith And His Orchestra,The Song From Moulin Rouge,0.151263,0.349694
Bruce BecVar,Razamataz,0.541857,0.349769
Olivia Ruiz,Vitrier,0.406166,0.349839
Free,Broad Daylight - The BBC Sessions [Top Gear 17/3/69],0.399523,0.350061
James Ingram,A Baby's Born,0.259043,0.35014
CoCo Lee,Each Time I Think Of You,0.314933,0.350232
The Shirelles,Will You Love Me Tomorrow,0.37119,0.351157
Charlotte Gainsbourg,Tel Que Tu Es,0.427652,0.351198
Charles Williams,From the East,0.411848,0.351428
Tex Williams,Just A Pair Of Blue Eyes,0.886296,0.352038
Williamson,Breathe Easy,0.227134,0.352765
The Grip Weeds,Changed,0.337365,0.353009
Savage Garden,You Can Still Be Free,0.042842,0.353183
Vangelis,Procession,0.226349,0.35366
Hank Locklin,(Sittin') Alone At A Table For Two,0.703732,0.35393
Michèle Bernard,Le bar du grand désir,0.478974,0.354022
Barley Bree,Flight Of Earls,0.670433,0.354059
Charley Pride,Let The Chips Fall,0.552502,0.35436
The Cardigans,Iron Man,0.621264,0.354531
Orquesta Sublime,Me Dicen El Feliz,0.576897,0.354563
Alex Ubago,Temblando,0.305278,0.354752
The Knife,The Captain,0.033686,0.354914
Claire Hamill,Icicle Rain,0.089054,0.355296
Patty Griffin,Moses,0.328388,0.355335
Joi,What If I Kissed You Right Now?,0.574331,0.355896
Gal Costa,Me Recuso,0.713402,0.355921
Funeral For A Friend,Crash And Burn [Home Demo],0.381537,0.356032
Christie Hennessy,The All-Ireland,0.517551,0.357036
Selena,Techno Cumbia,0.963603,0.357446
Slum Village,CB4 (Instrumental Mix),0.707936,0.358069
Frankie J,Gone,0.324125,0.358122
The Brooklyn Tabernacle Choir,All That You Need,0.173438,0.358149
María Elena Walsh,Balada De La Mariposa,0.470639,0.35826
Jerry Butler,Let It Be Me(with Betty Everrett),0.296565,0.358272
Tresenlesen,Das Gelübde,0.561402,0.358783
Vanessa Daou,Smoke,0.321519,0.359233
Silent Stream Of Godless Elegy,Theme III,0.613294,0.359396
David Lynch,Carry The Light,0.607139,0.359542
Oscar Pettiford,Judy's Jaunt,0.750634,0.36008
Little Joe,Loco (Crazy),0.268541,0.360324
Jay & The Americans,Tomorrow,0.276901,0.360778
Nestor Torres,Rhumboso,0.630111,0.360909
Loretta Lynn,I Can't Feel You Anymore,0.358724,0.361061
DJ Slugo,Bass To Bass,0.396276,0.361084
J.B. Lenoir,I Feel So Good,0.412398,0.361363
James Taylor,Everyday,0.760128,0.361503
Gustavo A. Santaolalla,La Vuelta,0.12204,0.361649
Patsy Cline,I Cried All The Way To The Altar,0.555889,0.361664
Múm,Nightly Cares,0.153973,0.36202
Juan Carlos Baglietto,Fui Mujer,0.289312,0.362047
Glen Ricks,Fall In Love,0.887707,0.36368
Willie Clancy,Double Jig: The Rolling Wave,0.612404,0.363804
Jimmy Witherspoon,Better Love Next Time Part 2,0.54881,0.363838
Orquesta Aragon,Eso No Tiene Remedio,0.72811,0.36417
Blingtones,Sonnerie lalaleulé hi houuu,0.884411,0.364181
Nick Conolly,Pseudoephedrine,0.076854,0.36422
Kent,Ingenting,0.566366,0.36481
Philip Bailey,Silent Night,0.16063,0.364977
Connie Smith,If I Talk To Him,0.691865,0.365115
Virgil Moorefield,Get Moose and Squirrel,0.560035,0.365343
La Portuaria,Down On The Corner,0.665691,0.365523
Zeca Baleiro,Proibida Pra Mim (Grazon),0.524074,0.365738
Alberto Cortez,Distancia,0.42089,0.365874
Rick Astley,Nature Boy,0.367224,0.36668
Tiny Tim,You Called It Madness [But I Call It Love] [Live At Royal Albert Hall],0.223906,0.366702
Freddie King,Boogie Man,0.855161,0.36675
Julie Zenatti,Ma Douleur...,0.079602,0.366756
Charlie Rich,Nice 'N' Easy,0.809981,0.367529
Ale Möller,Sandpolskan,0.469331,0.367842
M.I.K.E.,Hollow Dream,0.252427,0.368826
Jim Reeves,Rosa Rio,0.613654,0.369924
Pablo Montero,La Copa Grande,0.502593,0.370262
Felix Slatkin/Concert Arts Symphonic Band,El Capitan (1998 Digital Remaster),0.693427,0.37028
Washboard Sam,Bucket's Got A Hole In It,0.895859,0.37039
Elena,Setanta matins,0.340158,0.370738
Otis Spann,Must Have Been The Devil,0.496885,0.370963
Luke Vibert,Gwithian,0.447928,0.371188
All Girl Summer Fun Band,Rewind,0.549399,0.371353
Jim Chappell,In The Hills,0.342472,0.371714
Joe Grushecky,A Fool's Advice,0.439925,0.37173
Arturo Sandoval,Waheera,0.165184,0.371743
Lee Ritenour,Keep It Alive,0.384785,0.371897
Line Renaud,Vous Qui Passez Sans Me Voir,0.552969,0.372188
Bob Marley,Corner Stone,0.737509,0.372237
Quadro Nuevo,Swing Vagabond,0.7426,0.372286
Snow Patrol,New Sensation,0.311609,0.373025
Danilo Perez,Native Soul,0.386806,0.373036
Kitty Wells,Makin' Believe,0.38815,0.373306
Juan Carlos Baglietto,Amor Siciliano,0.18559,0.373796
David Arkenstone,Waterfall (Spirit Of The Rainforest Album Version),0.231931,0.374412
Michael Gettel,Safe Passage,0.071878,0.374718
Martin Denny,Manila,0.747436,0.374863
Mario Rosenstock,Paint Ball,0.244359,0.37515
Dean Martin,Pennies From Heaven,0.705369,0.375607
Skeeter Davis,Foggy Mountain Top,0.95643,0.375804
Rubyhorse,The  First Of The Year,0.149909,0.376024
Asleep At The Wheel,Let Me Go Home Whiskey,0.554025,0.376105
Casiotone For The Painfully Alone,Town Topic (Instrumental),0.923167,0.376476
Ziggy Marley And The Melody Makers,6 6 6,0.808107,0.376558
The Michael Stanley Band,Waste A Little Time On Me,0.403236,0.377107
Kuba,We'll Learn,0.570821,0.377148
The Marx Brothers,Main Title/Animal Crackers,0.882067,0.37755
Ray Boltz & Steve Millikan,Perfect Tree,0.17899,0.378331
Bukka White,Fixin' To Die Blues,0.611277,0.378387
Will To Will,Take Me To Paradise (Nicky Scanni's Garage Mix),0.77144,0.37846
Gal Costa,Camisa Amarela,0.71517,0.379009
Beres Hammond,Tender Lies,0.945665,0.379367
Orquesta Sublime,Se Acabo El Carbon,0.578799,0.379409
Asleep At The Wheel,I Hate Christmas,0.396414,0.379648
Gold City,It Came Upon The Midnight Clear,0.224694,0.379834
Aerosmith,Lord Of The Thighs,0.858519,0.379866
Atman,Distant Voices,0.331708,0.380075
David Lynch,Unicorn,0.217438,0.380101
Eason Chan,Ren Lai Ren Wang,0.348341,0.380342
Bob Carlisle,Man Of No Reputation,0.339933,0.380953
Torcuato Mariano,Black and Blue,0.106939,0.380998
SOL,Puedes ser feliz,0.091306,0.381648
Champion Jack Dupree With TS McPhee,No Meat Blues,0.689022,0.381869
Storyville,Talk To Me,0.594267,0.382087
DJ Spinn,Feelin You,0.705814,0.382475
Burning Spear,Civilized Reggae,0.492135,0.383658
Andy Griffith,Just A Closer Walk With Thee,0.456446,0.383987
Jacky Cheung,Man Man,0.213717,0.384309
"Myrick \Freeze\"" Guillory""",Queen Ida Introduction,0.175754,0.384604
Suzy Thompson,Drunken's Man's Dream,0.830133,0.384809
Art Blakey's Jazz Messengers,A Night in Tunisia,0.528928,0.384822
Orquesta Sublime,Seis Perlas Cubanas,0.683759,0.385084
The Continentals,Christmas Time,0.081693,0.385303
Juan Carlos Baglietto,Salzanitos,0.117691,0.385305
Esa Pakarinen,Lentävä kalakukko,0.961451,0.38541
Esa Pakarinen,Lentävä kalakukko,0.961451,0.38541
Flamin' Groovies,Evil Hearted Ada,0.459551,0.385516
Tyrone Wells,Baby Don't You Change,0.540465,0.385651
Djelimady Tounkara,Sigui,0.493067,0.385984
The Box Tops,People Make The World,0.843113,0.386239
Cocoa Tea,Cooling Out,0.57605,0.38633
Brigada Victor Jara,Parto em terras distantes,0.381065,0.386723
Robert Palmer,Love Can Run Faster,0.872078,0.38684
Shawn Colvin,Cry Like An Angel,0.299509,0.386995
K.T. Oslin,Come Next Monday,0.93406,0.387141
Jeff Talmadge,The Hard Part's Letting Go,0.178043,0.387209
Marc Lavoine,Je N'ai Plus Rien A Te Donner,0.19824,0.387548
Marc Lavoine,Je N'ai Plus Rien A Te Donner,0.19824,0.387548
Tommy Overstreet,If I Miss You Again Tonight,0.472826,0.387798
Dexys Midnight Runners,Until I Believe In My Soul,0.183395,0.387948
Kiss,Domino,0.505644,0.38795
Ashtrax,Future Traffic Song,0.859216,0.388157
Uman,People of cloud nine,0.111961,0.388417
Spliff,S.O.S.,0.75143,0.388701
Spliff,S.O.S.,0.75143,0.388701
Edmundo Ros,Happy Beat,0.967373,0.388893
Lil' Romeo,Don't Want To,0.748704,0.389037
Orquesta Sublime,La Vida Eres,0.852689,0.389105
Tom Collier,Eddie's Pad,0.33344,0.389331
Sasha,Do It To Me,0.943501,0.389711
Pinchers,My Heart Is Booked,0.854085,0.390147
Marlene Dietrich,Auf Der Mundharmonika,0.360443,0.390164
Stevie Ray Vaughan And Double Trouble,Empty Arms,0.816854,0.390291
Vanessa Bell Armstrong,Wonderful One,0.095251,0.390901
Schizoid,Strangerhood,0.061987,0.391546
Beherit,Lord of Shadows and Golden Wood,0.037185,0.391843
Bumblefoot,Abnormal (Acoustic),0.380739,0.391847
Illya Kuryaki And The Valderramas,Ninja Mental,0.747035,0.391891
OutKast,Wailin',0.537695,0.392575
K.T. Oslin,The Legionnaire,0.431631,0.393066
Jimmy McGriff,After The Dark,0.681508,0.393174
G Unit feat. 50 Cent,Tony Yayo Explosion,0.060567,0.39349
Rhian Benson,Say How I Feel,0.594037,0.393879
Ashton Shepherd,Old Memory,0.179733,0.393891
Vusi Mahlasela,Amdokwe,0.210454,0.39414
Carlos Vives,Si Es Que Te Vas,0.238121,0.394249
Carl Smith,Loose Talk,0.923464,0.395305
45 Grave,Party Time,0.31908,0.39554
Abraham Laboriel,Guidum,0.305873,0.395703
Tommy James And The Shondells,Out Of The Blue,0.591139,0.395777
Johnny Kidd And The Pirates,Watermelon Man,0.809073,0.395941
Yami Bolo,The Wonders,0.480037,0.395983
Bob Neuwirth,Great Escape (Good Intentions),0.406325,0.39611
Leona Naess,Heavy Like Sunday,0.414269,0.396243
Brazilian Tropical Orchestra,One Less Bell To Answer,0.241222,0.396619
Little Milton,Who Can Handle Me Is You,0.867674,0.396826
Andre Verchuren,Tra-La-La Musette,0.899519,0.396951
Jimmy Riley,The Love We Had Version,0.8217,0.397648
The Cortinas,Radio Rape,0.624301,0.397905
John D. Loudermilk,Nassau Town,0.24875,0.398104
Bill Douglas,Sapphire,0.63946,0.398272
Mr. Sancho,I'm callin,0.697534,0.39837
Steve Wilson,Your God Isn't Listening,0.547323,0.398619
Catherine Howe & Vo Fletcher,White Winter Hymnal,0.625327,0.39879
Susana Seivane,Mazurcas das Rías Baixas,0.254827,0.398968
Aswad,Your Recipe,0.774032,0.399256
Skrape,Searching For Home,0.120382,0.400413
Toots & The Maytals,She Will Never Let Me Down,0.950514,0.400743
The Jackson Southernaires,Thank You Mama,0.475157,0.40117
Nicky B,I Only Want To Love You,0.882859,0.401347
Beyoncé,Irreplaceable (Irreemplazable),0.664824,0.401717
Tabu Ley Rochereau,Kassoule,0.856924,0.402163
Steve Green,Even A Child - Proverbs 20:11,0.952145,0.402539
Orquesta Aragón,Mambo del Beso,0.863757,0.402664
Otis Spann,Someday Baby,0.735242,0.402798
Erkki Junkkarinen,Rakkautta Kööpenhaminassa - Förälskad i Köpenhamn -,0.497175,0.402962
Nana Caymmi,Nossa Dança,0.492637,0.403134
Nicho Hinojosa,Tomame O Dejame,0.478209,0.403369
K-OS,Heaven Only Knows,0.847538,0.403507
Jimmy Cliff,Let's Seize The Time,0.478736,0.403537
Amil,Anyday,0.484531,0.403602
Rokia Traoré,Château de sable,0.4527,0.403978
Bill & Gloria Gaither,Holy Ground (Homecoming Hymns Version),0.196095,0.404051
Sierra Maestra,No Me Llores Más,0.745747,0.404057
The Flies,All Too Human,0.180663,0.404556
Reginaldo Bessa,O Smaba Que Eu Não Fiz,0.663621,0.404774
Darwin Hobbs,You Are God (Broken Album Version),0.280334,0.405522
Stefon Harris,And This Too Shall Pass,0.272907,0.40563
Guitar Slim,The Things That I Used To Do,0.599081,0.405708
Al Duvall,Dark Inside,0.973693,0.40587
Diego Verdaguer,Todos mentimos,0.772316,0.405897
Ziggy Marley And The Melody Makers,What's True,0.870449,0.405963
Danny Wilson,Never Gonna Be The Same,0.840983,0.406201
Ed Ames,For Me And My Gal,0.631241,0.406211
Ana Popovic,U Complete Me (Blues Version - Bonus Track),0.5345,0.406223
The Cate Brothers,Let It Be,0.316505,0.406359
The Revolutionary Ensemble,911-544,0.110048,0.406391
Restless Heart,That Rock Won't Roll,0.713849,0.406455
Ray Sandoval,A La Naturaleza,0.196717,0.406487
Mart'nália,Cabide,0.537178,0.40697
Radiohead,Stop Whispering (US Version),0.299536,0.407071
P.o.d,Roman Empire,0.108634,0.407095
RyanDan,Always,0.101109,0.408078
J. B. Lenoir,I'm in Korea,0.404655,0.408084
Alturas,A ti,0.696737,0.40846
The Pineapple Thief,Boxing Day,0.12743,0.408529
Jo-El Sonnier,Broken Hearted Side Of New Orleans,0.192428,0.408623
Sister Hazel,This Kind Of Love (Full Band),0.270745,0.408851
DJ Nasty,Pussy Hole,0.690541,0.409264
Daft Punk,Da Funk,0.919918,0.409426
Tommy Overstreet,Heart Of Dixie,0.468603,0.409702
Walter Jackson; Arranged & conducted by Riley Hampton,Moonlight In Vermont,0.261819,0.410077
The Clancy Brothers,Water Is Alright In Tay,0.949173,0.410146
Gloria De Haven,Red Hot Pepper Pot,0.845381,0.410318
ColdWorld,Schmerzensschreie,0.03706,0.410621
Stevie Ray Vaughan And Double Trouble,Chitlins Con Carne,0.604881,0.410726
Richard Souther,High Tide,0.636054,0.410894
Warrior King,Empress So Divine,0.730959,0.411198
Jamie Richards,Easier By Now,0.156327,0.411341
Vince Guaraldi / Bola Sete,Choro,0.8061,0.411684
Statues,Urbania,0.234922,0.411907
John Davis & Emma Doyle,Rudolph The Red-Nosed Reindeer,0.791403,0.412087
Mike Brooks,Woman of Shiloh,0.772941,0.412143
Jerry Lewis,It All Depends On You,0.558353,0.412436
Johnny Osbourne,We Need Love,0.831805,0.41265
Rodney O & Joe Cooley,Murda',0.753077,0.412943
Alice Stuart,Kassie Jones,0.51032,0.41299
Hank Penny & Sue Thompson,Walkin' In The Snow,0.653359,0.413062
Johnny Horton,Got The Bull By The Horns,0.978759,0.413484
Mothers Pride,Silence,0.490554,0.4135
Ty Herndon,A Man Holdin' On (To A Woman Lettin' Go),0.19616,0.415108
Esa Pakarinen,Hengähä tok,0.981155,0.415541
Phil Collins,I'm Not Moving,0.78795,0.41559
David Arkenstone,Big Bounce,0.709893,0.415937
Danilo Perez / Claus Ogerman,The Saga Of Rita Joe,0.208086,0.416202
THE CHIFFONS,Did You Ever Go Steady,0.732042,0.416557
Mariah Carey,Clown,0.610664,0.416662
Ms. Dynamite,All I Ever,0.9357,0.416994
Los Barón De Apodaca,Ese Que Traes A Tu Lado,0.77355,0.417063
Helen O'Connell,The Sweetest Sounds,0.53718,0.41727
Tulipunaruusut,Ilta Oulunjoella,0.978132,0.417816
The Incurables,Scared,0.329745,0.41892
Gene Chandler,Rainbow '65 (part 2) - Live,0.646223,0.418981
Hot Tuna,Death Don't Have No Mercy,0.309019,0.419291
The Dylans,I Hope The Weather Stays Fine (Remix),0.555344,0.419454
Luiz Bonfa,Samba De Duas Notas,0.745601,0.41964
Jackie Edwards,Worrying Over You,0.909868,0.419847
Flame,Don't Stop,0.437459,0.420049
Cali,Pour Jane (Live Acoustique),0.48623,0.420434
Luiz Bonfa,Santeleco,0.951268,0.420521
The Pineapple Thief,Snowdrops,0.084598,0.420669
Tyrone Davis,Ooh La La,0.706393,0.420971
The Dreamtree Project,Bliss,0.224795,0.421446
Burning Spear,Tumble Down,0.867206,0.421577
Howard Armstrong,My Four Reasons,0.934815,0.421654
Fergie,London Bridge,0.653628,0.422227
Concretes,Souvenirs,0.118089,0.422251
Willie Bobo,It's Not Unusual,0.912338,0.422786
Memphis Sheiks,Ramblin' On My Mind,0.595418,0.423087
YZ,Love,0.760854,0.423889
Hélio Ziskind,Galopar,0.37086,0.425101
Bebe Winans / Stephanie Mills,Everyday,0.465545,0.42536
Edmundo Ros,Congo,0.885868,0.425901
Stew,L.A. Arteest Café,0.93447,0.426028
Jim Reeves,Mexican Joe,0.906327,0.427284
Leigh Jones,Have It Your Way,0.204952,0.42753
The Incurables,Finally,0.074288,0.427633
J.J. Cale,Midnight In Memphis,0.863288,0.427697
Leroy Van Dyke,If A Woman Answers,0.833362,0.42782
Ayo,Welcome Into My World,0.730596,0.428038
O'2L,Little Edith,0.402278,0.428345
Manolis Famellos & I Podilates,Vals '89,0.710164,0.428347
Dennis Brown,Go Now - Original,0.675039,0.429111
Viki Mosholiou,Kimisou Palikari (TH' Allaxi To Feggari) (2004 Digital Remaster),0.400487,0.429199
Oliver Lake Quintet,Only If You Live There,0.338927,0.429479
The Grease Band,Laughed At The Judge,0.597735,0.430071
Johnny Osbourne,Come ALong,0.641981,0.430403
The Dee Jays,Dum Dum (Marble Breaks And Iron Bends),0.610502,0.430576
Kanye West / Adam Levine,Heard 'Em Say,0.518999,0.430684
Smidi Beats,All Shook Up,0.955085,0.430772
The Paynes,When He Was On The Cross (I Was On His Mind),0.373298,0.431697
Casiotone For The Painfully Alone,Nashville Parthenon,0.856922,0.431718
Stan,Luv,0.570729,0.431819
Alex,What If,0.578945,0.432021
Kenny G,Don't Make Me Wait For Love,0.529193,0.432486
Carlos Nuñez,Quiero Ir Ao Mar,0.21058,0.432688
Los Fabulosos Cadillacs,Noches Arabes,0.785082,0.43296
Z.Z. Hill,Faithful and True (Collectors Version),0.663314,0.433244
Mustafa Sandal,Iki Tas Corba,0.791439,0.43344
The Marx Brothers,You Must Do Your Best Tonight / I Represent/Animal Crackers,0.600575,0.433483
Legacy Five,The Blood Covers It All (Live),0.537957,0.433663
Hacken Lee,Zhi Xiang Ni hui Yi,0.325148,0.433721
Kofi,Don't Let Go,0.778298,0.433942
F.l.y.,Shit 3 Outro,0.958539,0.433994
Mae West,Put It Off Until Tomorrow,0.831707,0.43436
Bobby Vee,Wink Of An Eye,0.328332,0.434395
Peter Spence,Baby I,0.666351,0.434786
Britt Nicole,Hanging On (Medium Key Performance Track Without Background Vocals),0.462872,0.434828
Jo Privat,Sous Les Ponts De Paris (Valse),0.925479,0.434907
DJ Quik,Born and Raised In Compton,0.861159,0.43492
Beat Pharmacy,Floating (Edit),0.222982,0.435556
Carman featuring Commissioned & The Christ Church Choir,Let The Church Rise,0.200589,0.435848
Jimmy Riley,Life,0.669948,0.436293
Freddie Roulette,Everybody Wants To Go To Heaven,0.663356,0.436324
Six Brown Brothers,Battery Acid,0.054289,0.437299
Pentangle,Hole In The Coal,0.58599,0.437866
12 Gauge,Dawg Call (Acappella),0.451375,0.438716
Charles Williams,Barrage,0.158349,0.438794
Kerson,Melody,0.866946,0.439043
Washboard Sam,Washboard Swing,0.90039,0.439396
Cheo Feliciano,Juguete,0.598365,0.439515
Ray Conniff,Popsy,0.938579,0.439643
Perrocker,Salsa pa tí,0.626716,0.439947
Dolores Keane,Storm In My Heart,0.227912,0.440007
F.I.R.,Si Xin De Li You,0.16607,0.440359
Caniche Hara-Kiri,Frigide,0.069556,0.44043
Singing Melody,Player No More,0.573525,0.440434
Undertakin' Daddies,Pictou County Coal,0.630278,0.440757
Big Mama Thornton with Kansas Bill and his Orchestra,Hound Dog,0.951518,0.441021
Pearl Jam,4/20/02,0.058745,0.441065
Tyrone Davis,Cheatin' In The Next Room,0.720693,0.44162
Erik Berglund,All I Ask Of You,0.13314,0.44164
Joe Lynn Turner,Second Hand Life,0.197636,0.442034
Bob Cheevers,Under The Bayou Moon,0.230738,0.442311
Kenny Rogers,The Son Of Hickory Holler's Tramp,0.940127,0.442472
Tom Barabas,More Than Words,0.280577,0.442835
Alain Morisod,Besame Mucho,0.150807,0.443299
Sui Generis,Bubulina,0.051189,0.443721
Shamen,Scientas,0.049156,0.443887
Paulette Tajah,Jealousy,0.465865,0.44489
Burning Spear,It's A Long Way Around,0.756724,0.445814
Ronny Eriksson,Spritlåten,0.935768,0.445926
Lily Holbrook,Smoke Screen,0.124346,0.446079
Lily Holbrook,Smoke Screen,0.124346,0.446079
Jean-Jacques Goldman,Comme Toi (Live),0.149327,0.446115
Nikos Xilouris,Ki An O Ageras Fisa,0.604599,0.446462
The Cufflinks,Sally Ann,0.880895,0.446766
The Field Mice,When Morning Comes To Town,0.463537,0.446879
Scott Wesley Brown,All Rise,0.0784,0.447337
Basic Channel,Radiance I,0.333627,0.447487
Glen Campbell,Woodcarver,0.462708,0.44814
Ed Ames,Our Love Is A Living Thing,0.365308,0.448481
David Evans,Prison Bound Blues,0.481998,0.448914
Gertrudis,Intro,0.539269,0.448921
DJ Taz,C.O.G. To The ATL,0.266364,0.449171
Oldelaf et Monsieur D,Rue de Nantes,0.678974,0.449548
Singing Melody,Someone To Hold,0.693945,0.450302
Unison,Girls Make My Hair Loose,0.835014,0.450448
Jay Pérez,Si Tu Regresas,0.9644,0.45075
Joe Turner,Chains Of Love,0.489006,0.450897
Bobby Hutcherson,Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster),0.246204,0.451072
Michèle Bernard,Chanson sous la pluie,0.509017,0.452077
Earl Hooker,Love Ain't A Play Thing,0.552952,0.452181
Gabriel Yared,Ship in a Painting,0.070485,0.452242
Sofia Karlsson,Blåsut,0.633296,0.45237
Neil Sedaka,Superbird,0.635529,0.452445
Sophie Tucker,Down South,0.797228,0.452609
The King Sisters & Alvino Rey,The Army Air Corps,0.796483,0.452681
Trick Trick / Eminem,Welcome 2 Detroit,0.637755,0.452918
Jacky Cheung,Zai Ai Shang Ni,0.354851,0.452954
Bobby Capo,La Luna Enamora - Original,0.836858,0.453015
Beyoncé,Be With You,0.773013,0.453652
DJ Spinn,Bounce Back,0.407733,0.453999
Mudhoney,It Is Us,0.170861,0.454043
Francis Lai,La valse du mariage,0.431427,0.454079
Daniela Dessì,New Age,0.109667,0.454207
Baroness,Grad,0.0885,0.454247
Juggler,How It Feels,0.69417,0.45429
The Grease Band,Willie And The Pig,0.628424,0.454449
Carl Doy,Wave,0.465904,0.45472
The Roots,One Shine,0.642888,0.454889
Shriekback,The Strongest Wind That Blows,0.718089,0.455742
Bad Azz,Ghetto,0.861922,0.455924
Billie Jo Spears,It Makes No Difference Now,0.830003,0.455967
Joe Satriani,Midnight,0.123654,0.456071
Gloria,If Music Be The Food Of Love,0.403097,0.456324
True Believers,I Worship You,0.237992,0.456332
True Believers,I Worship You,0.237992,0.456332
Paul Brown,Old Friends,0.629789,0.456594
Maysa,I Put A Spell On You,0.414336,0.457112
Gang Starr,Say Your Prayers,0.662031,0.457363
J.C. Lodge,Dub It,0.810027,0.457646
BT,Ver de Feliz,0.350584,0.457677
Francisco Céspedes,Señora (bonus track),0.321732,0.458165
Natalie MacMaster,Father John Macleod's Jig,0.704384,0.458335
Shinehead,The Real Rock,0.666526,0.459047
Erik Berglund,Ave Maria,0.098741,0.459139
Hem,Redwing,0.407938,0.45936
Richard Burton,Camelot,0.508545,0.45941
The Dells,I've Got A Woman - Original,0.585847,0.459759
Dyango,De Mi Enamorate,0.491856,0.459953
Hank Locklin,We're Gonna Go Fishin',0.967819,0.459975
Bob Wills,Bubbles in My Beer,0.855479,0.460107
Cocoa Tea,100%,0.638819,0.460285
Lollipop Lust Kill,No Answer (Outro),0.035571,0.460441
Tum Tum [DJ Drop Mix],Definition Of A Zilla'Naire,0.820893,0.460459
Isabel Pantoja,Porque Me Gusta A Morir,0.227791,0.461431
Kurupt,Girls All Pause,0.388235,0.461745
Ronny Eriksson,En fet man,0.727217,0.462028
Grayson Capps,Mermaid,0.196948,0.462101
Benabar,Le Zoo De Vincennes,0.434436,0.462355
Conway Twitty,Sitting In A Dim Café,0.758675,0.462568
Hélio Ziskind,Telê,0.807799,0.462573
Shawn Colvin,Another Long One,0.716539,0.462622
Jacques Dutronc,Les Femmes Des Autres,0.458634,0.462748
Story Of The Year,Swallow The Knife (Live) (Segue),0.039787,0.463166
Janet Jackson,Hold On Baby,0.776522,0.46351
Lisa Lynne,Still I Will,0.518623,0.463556
Pacha Massive,Take The Wheel,0.763647,0.463967
1. Futurologischer Congress,Tokyo,0.74929,0.464138
Walter Trout,Obstacles in My Way,0.315473,0.464243
Bill Perkins,Swing Spring,0.63226,0.464528
Ministère des Affaires Populaires,Bagdad by night,0.239909,0.46459
Lee Michaels,My Lady,0.309709,0.464619
Jacques Douai,Les Scieurs De Long,0.529064,0.464828
John Brown,Sarah Palin {I Wanna Lay Pipe},0.345369,0.465536
Isabel Pantoja,Limosna De Amores,0.504894,0.465922
Glen Ricks,Out Of My Mind,0.528984,0.466749
Utopia,Magic Dragon Theatre,0.447064,0.466767
Aynsley Lister,Crazy,0.748063,0.466793
B.B. King,Please Remember Me,0.343577,0.467276
Albert King,Watermelon Man,0.737972,0.467376
Tiny Tim,Baby Face,0.79579,0.467443
Luiz Bonfa,Olhos Ciganos,0.858348,0.468059
Jeff And Sheri Easter,The Moon And I (Ordinary Day Album Version),0.290206,0.468434
Muse,Exogenesis: Symphony Part 1 [Overture],0.048345,0.46855
José Augusto,Pecado De Amor,0.310084,0.468933
Kool Keith,Don't Crush It,0.634455,0.469414
Maurice Larcange,Un Peu D'Amour Et D'Amitié,0.602818,0.469687
Leland Martin,Stone Cold Fingers (Bonus Track),0.722804,0.469961
Leo Gandelman,Bari Bossa,0.507975,0.470048
James Taylor,One More Go Round,0.665139,0.470335
Mike Vax,Speak Low,0.546267,0.470459
Rance Allen Group,The Painter,0.761405,0.471257
Isabel Pantoja,Si Tu Me Dices Ven,0.144203,0.471337
The Fabulous Thunderbirds,I Can't Quit You Baby (Live) [Never Released],0.610355,0.471489
Mannheim Steamroller,Battle Hymn Of The Republic,0.299855,0.471569
Organized Konfusion,Hate,0.61884,0.472391
Inspiral Carpets,Party In The Sky,0.583335,0.472463
XLNC,Pichleh Janam Dee,0.323525,0.472611
The Fray,Vienna,0.145624,0.472683
Ronnie Milsap,Don't You Know How Much I Love You,0.882798,0.473304
X-Raided,Assisted Suicide 2.5,0.556391,0.473674
The Jackson Southernaires,Leave You In The Hands,0.365548,0.473742
James Carter,Strange Fruit,0.185212,0.474199
David Arkenstone,Drifting,0.582769,0.474449
BassTurk,Unutmam,0.135472,0.474505
Gershon Kingsley,Trumansburg Whistle,0.6493,0.47462
Mikey General,I'm Wondering,0.7998,0.474982
Pacha Massive,Just Want To See Ya,0.681243,0.475065
Curtis Mayfield,Soul Music (ReMastered),0.928982,0.475347
